code,description,required_qty,cost,retail
911000000157,F/F1 VOGUE 2787,2,159.223333333333,670
911000012127,F/F1 VOGUE 3796,1,355.275,700
911000012140,F/F1 VOGUE 3866,1,118.594285714286,350
911000012178,F/F1 VOGUE 3925,1,195.46,840
911000012217,F/F1 VOGUE 4013,1,119.975,710
911000001472,F/F1 VOGUE 4222,-1,274,820
911000001592,F/F1 VOGUE 4274,2,190,650
911000002060,F/F1 VOGUE 4297T,-1,190,780
911000012194,F/F1 VOGUE 5070,1,79.355,410
911000001484,F/F1 VOGUE 5274B,-1,322,960
911000012081,F/F1 VOGUE-2698,3,131.074545454545,635
911000012090,F/F1 VOGUE-3746,-1,143.695,520
911000012071,F/F1 VOGUE-3748,1,343,760
911000012074,F/F1 VOGUE-3765,-1,282.733846153846,760
911000012040,F/F1 VOGUE-3768,2,44.3176923076923,760
911000012003,F/F1 VOGUE-3772,1,132.46,635
911000012092,F/F1 VOGUE-3775,2,135.15,640
912000081003,F/F2 ADIDAS 146,1,57.08,400
912000002023,F/F2 ADIDAS A405 F2,1,117.94,590
912000002022,F/F2 ADIDAS A407 F2,1,117.94,590
912000081002,F/F2 ADIDAS ANTI FOG,2,57.085,400
912000000009,F/F2 ARNETTE 3075,3,312,980
912000067034,F/F2 ARNETTE 4032,1,50,350
912000067035,F/F2 ARNETTE 4041,1,50,350
912000067036,F/F2 ARNETTE 4048,1,50,350
912000067029,F/F2 ARNETTE 4061,2,89.75,460
912000067072,F/F2 ARNETTE 4076,2,0,450
912000067070,F/F2 ARNETTE 4099,1,0,450
912000067047,F/F2 ARNETTE 4171,1,176.33,545
912000067053,F/F2 ARNETTE 4185,3,203.386296296296,620
912000067077,F/F2 ARNETTE 4189,1,271.29,890
912000067063,F/F2 ARNETTE 4190,2,225.08,550
912000067078,F/F2 ARNETTE 4191,4,210.8,600
912000067064,F/F2 ARNETTE 4192,4,207.361666666667,550
912000000011,F/F2 ARNETTE 4202,1,305,920
912000067080,F/F2 ARNETTE 4236,1,247.345,890
912000067081,F/F2 ARNETTE 4237,1,254.49,890
912000001716,F/F2 ARNETTE 4244,-1,0,610
912000000013,F/F2 ARNETTE 4252,1,338.5,1100
912000051003,F/F2 BLUE BAY B&B,2,164,380
912000007301,F/F2 BMW 6506,1,191.7,950
912000061015,F/F2 BURBERRYS 3055,1,1072,1200
912000061036,F/F2 BURBERRYS 4074,-2,400,880
912000061049,F/F2 BURBERRYS 4117,1,658.18,1700
912000061027,F/F2 BURBERRYS 4123,1,663.833333333333,1550
912000061048,F/F2 BURBERRYS 4155,1,545,1520
912000025058,F/F2 BVLGARI 8004B,1,250,500
912000025069,F/F2 BVLGARI 8069,1,105,500
912000025055,F/F2 BVLGARI 852B,1,250,500
912000025056,F/F2 BVLGARI 855B,2,250,500
912000024014,F/F2 C . K-180,2,193.75,700
912000024018,F/F2 C . K-2039,1,200,400
912000003014,F/F2 C.DIOR BLACKTIE,1,499,700
912000020005,F/F2 CARRERA CONE,1,108,480
912000049011,F/F2 CARTIER 5598142,1,1880.92,4200
912000049012,F/F2 CARTIER A21A57K,1,1880.92,4200
912000049014,F/F2 CARTIER A21A72K,-1,1880.92,4200
912000002026,F/F2 CELLINI EPOCA,28,195.940384615385,700
912000002012,F/F2 CHANEL 5210 F2,1,0,600
912000002013,F/F2 CHOPARD 632 F2,1,0,600
912000005607,F/F2 D&G-8002,1,150,420
912000005608,F/F2 D&G-8014,1,150,420
912000005609,F/F2 D&G-8016,1,150,420
912000042007,F/F2 DANIEL HECHTER 809,2,80,200
912000032012,F/F2 DIESEL FRECKLES/N,1,195,380
912000041059,F/F2 DKNY 5078,1,228.65,600
912000005066,F/F2 DOLCE GABBANA 2002B,1,250,500
912000005096,F/F2 DOLCE GABBANA 3076,1,500,800
912000005077,F/F2 DOLCE GABBANA 4132,1,823,1350
912000010034,F/F2 E.ARMANI 2003,1,408.35,1040
912000010037,F/F2 E.ARMANI 2007,1,471.334285714286,1110
912000010019,F/F2 E.ARMANI 9112,1,200,550
912000010009,F/F2 E.ARMANI 9807,-1,454,1150
912000010051,F/F2 E.ARMANI ITALY F2,25,137.364958677686,710
912000000018,F/F2 EMPORIO ARMANI 2078,1,434,1300
912000000022,F/F2 EMPORIO ARMANI 4115,2,441.724318181818,1100
912000002001,F/F2 EXALT CYCLE,4,323,800
912000002002,F/F2 EXALT GLAMOUR,10,270,870
912000062012,F/F2 FENDI 5067R,1,412,1920
912000062014,F/F2 FENDI ITAY F2 ,5,208.74494949495,750
912000029015,F/F2 FRED IN LIFE C3 102,-1,1330,2950
912000029016,F/F2 FRED IN LIFE C4 101,-1,0,3500
912000029012,F/F2 FRED IN LIFE F2 213,1,0,2700
912000029018,F/F2 FRED IN LIFE F4 101,1,1320,2900
912000029020,F/F2 FRED VOLUTE F1 101,2,1455,2950
912000029001,F/F2 FRED-CUT S3 S4,2,350,950
912000014008,F/F2 GENNY-818,1,396,790
911000058001,F/F2 GIORDANO F2,-144,97,550
912000000003,F/F2 HAPPY VISION 018,1,82.5,350
912000000002,F/F2 HAPPY VISION 209,2,104.31,350
912000000001,F/F2 HAPPY VISION L400,2,104.31,350
912000000134,F/F2 HORIEN F2,2,27.49,500
912000065006,F/F2 KILLER LOOP 3206,1,241,530
912000000059,F/F2 LBO FERUCCI F1518,1,62.2533333333333,420
912000000053,F/F2 LBO FERUCCI F507,6,34.9418181818182,420
912000000055,F/F2 LBO FERUCCI F538,4,34.30375,450
912000000057,F/F2 LBO FERUCCI F553,14,34.355,450
912000000054,F/F2 LBO FERUCCI F554,1,34.42,450
912000000056,F/F2 LBO FERUCCI F562,1,34.395,450
912000000101,F/F2 LBO FERUCCI F568,-1,96.22,450
912000000058,F/F2 LBO FERUCCI F572,5,34.915,420
912000001103,F/F2 LBO FERUCCI F580,1,130.28,450
912000001104,F/F2 LBO FERUCCI F581,-1,130.315,450
912000000062,F/F2 LBO FERUCCI F583,1,126.77,450
912000001094,F/F2 LBO FERUCCI F586,1,130.29,450
912000000060,F/F2 LBO FERUCCI F587,-6,127.755,450
912000000091,F/F2 LBO FERUCCI F588,-1,96.22,380
912000001087,F/F2 LBO FERUCCI F9501,1,130.66,450
912000001084,F/F2 LBO FERUCCI F9503,1,130.583333333333,450
912000001092,F/F2 LBO FERUCCI F9506,1,130.586,450
912000001089,F/F2 LBO FERUCCI F9507,3,130.584,450
912000001130,F/F2 LBO FERUCCI METZ 1504,1,65,420
912000000067,F/F2 LBO JOIA J3000,-1,189.485,550
912000001121,F/F2 LBO JOIA J3008,-1,195.583333333333,550
912000000068,F/F2 LBO JOIA J3009,-1,190.988333333333,550
912000000065,F/F2 LBO JOIA J3010,-1,190.545,550
912000001125,F/F2 LBO JOIA J3013,-1,195.585,550
912000001124,F/F2 LBO JOIA J3014,-1,195.584,550
912000000074,F/F2 LBO VISAGE VS182,1,48.71,320
912000087004,F/F2 LE TANNEUR LES202,1,396,990
912000072003,F/F2 LENEA ROMA 3515,1,340,850
912000002019,F/F2 LIEVISSIMO GIANNI F2,47,0.005,450
912000002015,F/F2 MONT BLANK 220 F2,1,0,750
912000043009,F/F2 MORMAII STREET AIR,1,208.57,690
912000069161,F/F2 OAKLEY 4020,1,592.75,1150
912000068094,F/F2 OAKLEY 4078,1,670.496666666667,1350
912000069164,F/F2 OAKLEY 9085 COMPULSIVE,1,436,960
912000068043,F/F2 OAKLEY 9136,1,441.28,1100
912000068055,F/F2 OAKLEY 9154,1,488.245,1000
912000068081,F/F2 OAKLEY 9171,1,583.95,1050
912000068172,F/F2 OAKLEY 9175,1,418.81,850
912000068084,F/F2 OAKLEY 9194,1,556.275,1050
912000068086,F/F2 OAKLEY 9238,1,398.63125,750
912000000070,F/F2 OFFER 60J BRANCH B,1,50,145
912000000027,F/F2 OLIVER PEOPLES 1230S,6,1160,3480
912000000028,F/F2 OLIVER PEOPLES 1245S,2,1274,3820
912000000029,F/F2 OLIVER PEOPLES 1246S,10,1230.8,3820
912000018048,F/F2 PRADA 06MS,1,661,1460
912000018081,F/F2 PRADA 59OS,1,742.595,1650
912000101307,F/F2 PUMA 0010,1,123,580
912000101306,F/F2 PUMA 0070,-1,207,580
912000059047,F/F2 RAY BAN 3362,1,430.73,600
912000059228,F/F2 RAY BAN 3422,2,600.66,850
912000059259,F/F2 RAY BAN 3447N,2,401.880588235294,1250
912000059039,F/F2 RAY BAN 3526,1,422.1,700
912000000038,F/F2 RAY BAN 3548N,1,497.1675,1500
912000000039,F/F2 RAY BAN 3548NM,-1,765,1200
912000059312,F/F2 RAY BAN 3581N,2,464.61,700
912000001715,F/F2 RAY BAN 3605,-1,0,1400
912000059119,F/F2 RAY BAN 4125,1,449.55,1300
912000059092,F/F2 RAY BAN 4171,1,413.44,1150
912000059204,F/F2 RAY BAN 4180,1,566.6,1225
912000059040,F/F2 RAY BAN 4201,1,333.2,500
912000059247,F/F2 RAY BAN 4210,3,626.826666666667,850
912000059303,F/F2 RAY BAN 4263,-1,515.52,800
912000059304,F/F2 RAY BAN 4275,5,452.2,800
912000059314,F/F2 RAY BAN 4275CH,-5,475.15,800
912000059310,F/F2 RAY BAN 4286,1,572.615,800
912000059311,F/F2 RAY BAN 4287,2,575.79,800
912000059265,F/F2 RAY BAN 8312,2,511.612,1000
912000059283,F/F2 RAY BAN 8315,2,657,900
912000059108,F/F2 RAY BAN 9510,1,110,390
912000059183,F/F2 RAY BAN 9514,1,221,400
912000060009,F/F2 REVO 4060,1,514.08,1290
912000027051,F/F2 S.FERREGAMO 5468,1,110,320
912000027050,F/F2 S.FERREGAMO RFH81U,1,110,320
912000009013,F/F2 S.TACCHINI 1145,1,57.08,440
912000029719,F/F2 TAG 881 214 AUTOMATI,1,1095,3100
912000029716,F/F2 TAG 9303 101,-1,805,2260
912000029717,F/F2 TAG 9303 103,1,805,2260
912000029706,F/F2 TAG LRS 0253 102 62,-1,900,2400
912000029709,F/F2 TAG LRS 0253 705 62,-1,900,2400
912000015068,F/F2 VERSACE 2072,2,160,400
912000015069,F/F2 VERSACE 2109B,1,160,400
912000015044,F/F2 VERSACE 2113,2,326,700
912000015053,F/F2 VERSACE 2142,1,493.255,1450
912000015017,F/F2 VERSACE-4116,1,327.675,700
912000012101,F/F2 VOGUE 3807,1,323.75,765
912000012118,F/F2 VOGUE 3826,1,0,800
911000064116,F/FR AUGUSTO VALANTI70236,1,287.65,850
911000064117,F/FR AUGUSTO VALANTI70276,1,238.14,715
911000013002,F/FR BYBLOS-270,1,150,450
911000013005,F/FR BYBLOS-304,1,216,450
911000013010,F/FR BYBLOS-892,1,246.06,770
911000024009,F/FR C . K 131,1,225,450
911000024017,F/FR C . K 194,1,285,570
911000024015,F/FR C . K 285,1,285,570
911000020002,F/FR CARRERA 7262,1,145,350
911000037701,F/FR COOL SCATES CS-3,1,36.05,190
911000037703,F/FR COOL SCATES CS-6,1,36.05,190
911000005023,F/FR D&G-1166,1,701.1,1000
911000041003,F/FR DKNY 6231,3,140,350
911000005057,F/FR DOLCE GABBANA 5003,2,403.188,800
911000021031,F/FR DUPONT DO45-6052,1,950,1600
911000021018,F/FR DUPONTD115-6050/50,-1,675,1350
911000021010,F/FR DUPONT-D124-6050,-1,525,1050
911000021024,F/FR DUPONT-DO64,1,900,1980
911000010025,F/FR E.ARMANI 029,1,210,525
911000010026,F/FR E.ARMANI 243,1,290,580
911000010031,F/FR E.ARMANI-227,2,240,600
911000010032,F/FR E.ARMANI-236,2,240,600
911000010002,F/FR E.ARMANI-678,1,215,430
911000010001,F/FR E.ARMANI-701,2,230,460
911000016004,F/FR E.UNGARO-3553,1,205,400
911000016003,F/FR E.UNGARO-3554,1,200,400
911000007008,F/FR EASYTWIST-655,2,160,490
911000007003,F/FR EASYTWIST-656,10,160,490
911000007004,F/FR EASYTWIST-657,5,160,490
911000007006,F/FR EASYTWIST-658,7,160,490
911000007009,F/FR EASYTWIST-664,2,180,560
911000028022,F/FR EXALTO - TU1103,2,490,730
911000028063,F/FR EXALTO 104,3,250,380
911000028064,F/FR EXALTO 105,12,250,375
911000028070,F/FR EXALTO 106,1,250,375
911000028066,F/FR EXALTO 302,1,260,390
911000028067,F/FR EXALTO 403,1,290,435
911000028069,F/FR EXALTO 404,1,290,430
911000028075,F/FR EXALTO 603,2,163.335,300
911000028014,F/FR EXALTO AT-7003,2,622,930
911000028088,F/FR EXALTO ATOM 2901,1,427.54,640
911000028089,F/FR EXALTO ATOM 2905,4,509.406666666667,760
911000028091,F/FR EXALTO ATOM 2912,1,555.04,830
911000028053,F/FR EXALTO CARA1205,2,439.74,650
911000028020,F/FR EXALTO DA-8004,3,512,760
911000028050,F/FR EXALTO EVOL1705,3,425.63,620
911000028051,F/FR EXALTO EVOL1711,3,425.63,620
911000028056,F/FR EXALTO EVOL1715,6,425.63,630
911000028052,F/FR EXALTO EVOL1716,1,425.63,640
911000028047,F/FR EXALTO HE2105,2,418.58,400
911000028048,F/FR EXALTO HE2113,1,432.69,620
911000028049,F/FR EXALTO HE2116,1,432.69,955
911000028068,F/FR EXALTO HE2116,1,433,650
911000028060,F/FR EXALTO IC1402,1,403,600
911000028026,F/FR EXALTO ID1601,2,273.928181818182,400
911000028027,F/FR EXALTO ID1602,2,389.745,580
911000028017,F/FR EXALTO IN-4002,2,485,720
911000028038,F/FR EXALTO IS 1801,9,681.75,950
911000028039,F/FR EXALTO IS1802,6,681.83,950
911000028015,F/FR EXALTO KW-5001,8,450.786666666667,675
911000028099,F/FR EXALTO KW5003,1,57.085,600
911000028100,F/FR EXALTO KW7002,1,57.08,600
911000028033,F/FR EXALTO LR905,1,320,480
911000028093,F/FR EXALTO LUNATIK 3204,2,529.543333333333,790
911000028094,F/FR EXALTO LUNATIK 3205,1,478.54,700
911000028019,F/FR EXALTO PH-6001,1,441,660
911000028030,F/FR EXALTO PH6004,2,300.575,480
911000028044,F/FR EXALTO RADIKAL2401,1,399.76,600
911000028045,F/FR EXALTO RADIKAL2403,2,399.76,880
911000028040,F/FR EXALTO SE2201,2,451.5,670
911000028041,F/FR EXALTO SE2202,1,463.26,670
911000028042,F/FR EXALTO SE2204,1,416.23,600
911000028058,F/FR EXALTO SF 305,2,290,430
911000028034,F/FR EXALTO SO2001,1,308.998,460
911000028032,F/FR EXALTO SP1303,2,211.6,320
911000028002,F/FR EXALTO-103,1,260,380
911000028003,F/FR EXALTO-201,2,340,510
911000028004,F/FR EXALTO-204,1,250,375
911000028005,F/FR EXALTO-205,5,290,435
911000028009,F/FR EXALTO-602,2,214,320
911000028010,F/FR EXALTO-704,1,250,375
911000030029,F/FR FIDELA GALAXY,1,175,480
911000030027,F/FR FIDELA RELAX,2,95.765,540
911000029006,F/FR FRED 602656-SEYCHELL,1,1700,1950
911000029040,F/FR FRED CORVETTE,1,1000,2250
911000029033,F/FR FRED CUT 001,1,1030,1950
911000029089,F/FR FRED JAMATQUE F2 096,1,1765,3890
911000011017,F/FR G.ARMANI 136,1,200,400
911000011018,F/FR G.ARMANI 664,1,210,420
911000014003,F/FR GENNY-747B,1,145,435
911000066105,F/FR HARRY COOBES 201,1,136.71,450
911000066101,F/FR HARRY COOBES 208,1,182.51,550
911000046022,F/FR HUGO BOSS 11092,1,57.08,480
911000064003,F/FR LOOKKINO 3259,2,170.47,510
911000064005,F/FR LOOKKINO 3671,2,196.985,540
911000080004,F/FR LUXOTTICA-4280,1,110,330
911000007001,F/FR MAGNETWIST,15,190,600
911000037015,F/FR MARIO LARINI 18,1,66,250
911000037014,F/FR MARIO LARINI 56,1,66,350
911000037008,F/FR MARIO LARINI 75,1,66,320
911000045001,F/FR MAX MARA 272,1,139,500
911000063010,F/FR MIU-MIU 12FV,2,100,220
911000006013,F/FR ODO BUG11674,1,342,690
911000006014,F/FR ODO QEE21629,1,93,290
911000006011,F/FR ODO TEC12125,2,97,300
911000006019,F/FR ODO TEC12131,1,97,290
911000006016,F/FR ODO TECHNICA,2,97,290
911000006004,F/FR ODO VINCENT,1,97,400
911000031023,F/FR OXIBIS EVEA,3,273.53,400
911000031028,F/FR OXIBIS FACETT,2,270,400
911000031043,F/FR OXIBIS FINE,1,180,285
911000031009,F/FR OXIBIS IWAK,1,187.41,280
911000031016,F/FR OXIBIS KAYA,1,292,440
911000031040,F/FR OXIBIS KIDS,1,190,285
911000031039,F/FR OXIBIS LATINO,1,117.11,260
911000031033,F/FR OXIBIS M.B,1,117.11,260
911000031019,F/FR OXIBIS MOZEO,1,179.974615384615,270
911000031017,F/FR OXIBIS PULP,3,308,460
911000031005,F/FR OXIBIS TAIGA,5,273.136,410
911000031029,F/FR OXIBIS TITANE,5,260,390
911000031002,F/FR OXIBIS-REFLEX,1,210,315
911000031012,F/FR OXIBIS-ZAO,18,230,345
911000018017,F/FR PRADA 03IV,-1,329.4,725
911000059058,F/FR RAY BAN 7012,1,344.12,760
911000038001,F/FR READING-OR6,8,20,100
911000017016,F/FR SFEROFLEX-1824,4,115,345
911000017011,F/FR SFEROFLEX-4007,-1,156,450
911000017019,F/FR SFEROFLEX-9004,1,120,340
911000040018,F/FR SILHOUETTE 7543,1,431.235,990
911000040046,F/FR SILHOUETTE 7652,1,431.233333333333,990
911000040047,F/FR SILHOUETTE 7653,1,431.235,990
911000019003,F/FR VALENTINO-1182,2,247.5,750
911000057004,F/FR VERSUS 7083,1,200.7,445
911000012002,F/FR VOGUE-3220,1,210,350
911000012005,F/FR VOGUE-3346,1,137,260
911000012015,F/FR VOGUE-3361,1,131,270
911000012016,F/FR VOGUE-3385,1,137.5,290
911000047007,F/FR X-OPTIX 1277,1,99,380
911000047003,F/FR X-OPTIX 1328,1,99,480
911000036001,F/FR X-TREAM 4062,5,35,310
914000000055,F/GRP AIRESS,16,25,120
914000000015,F/GRP ALFA ROMEO,10,50,100
914000000059,F/GRP ALPINA,14,20,120
914000000036,F/GRP ATRIO,9,30,120
914000000064,F/GRP BACK TO BASICS,1,25,120
914000000073,F/GRP BOSS LUMEN,1,25,180
914000000052,F/GRP BROOKS FIELD,4,0,120
914000000079,F/GRP C . K,7,50,280
914000000020,F/GRP C.DIOR,118,200,200
914000000014,F/GRP C.DIPLOMATIC,28,67.5,120
914000000046,F/GRP CARAT,1,50,120
914000000081,F/GRP CARRERA,14,25,180
914000000069,F/GRP CASTELLE,2,25,200
914000000053,F/GRP CHRONO SWISS,7,25,120
914000000045,F/GRP CLIP ON,45,11,50
914000000105,F/GRP CLUB A6,1,20,190
914000000051,F/GRP CONQUISTADOR,13,120,350
914000000080,F/GRP COTTET,71,25,120
914000000117,F/GRP DANIEL HECHTER,391,0,143
914000000039,F/GRP DESERT,9,50,120
914000000054,F/GRP DOX,12,25,120
914000000024,F/GRP DUNHILL,2,50,150
914000000088,F/GRP E.ARDEN,11,25,120
914000000077,F/GRP E.ARMANI,2,25,190
914000000056,F/GRP ELCE,84,25,120
914000000083,F/GRP FIDELA & ENJOY,17,83,300
914000000099,F/GRP FLAIR,5,20,190
914000000018,F/GRP FLASH MONTE CARLO,1,25,120
914000000100,F/GRP FLEXUS,1,20,190
914000000085,F/GRP FLYWAY,5,25,120
914000000040,F/GRP FRANCE LOOK,16,50,120
914000000092,F/GRP FRIEND SHIP,3,20,180
914000000075,F/GRP G.MARTINI,5,25,200
914000000102,F/GRP GALLIEO OPT,10,20,100
914000000038,F/GRP GENESIS,11,50,120
914000000006,F/GRP GM VENTURA,15,50,120
914000000098,F/GRP ISSAQUAH + ESQUISSE,304,20,120
914000000108,F/GRP JACQUES GROSFELLEY,6,25.1333333333333,200
914000000057,F/GRP KENMARK,2,25,120
914000000070,F/GRP L.BRIDGE,10,25,100
914000000093,F/GRP LAMY,1,20,300
914000000050,F/GRP LASTES,3,48,120
914000000016,F/GRP LINO VENZIANI,65,25,120
914000000009,F/GRP LOCCO,8,50,190
914000000002,F/GRP LOZZA,37,25,100
914000000096,F/GRP LUX OPTICAL,3,50,200
914000000090,F/GRP MAISON,1,25,120
914000000010,F/GRP MARCOLINE,12,50,100
914000000031,F/GRP MARIOUS MOREL,69,25,150
914000000004,F/GRP METZLER & MARCO POLO,76,35.3631481481482,140
914000000037,F/GRP MOSCHINO,3,25,120
914000000063,F/GRP NIGURA,7,20.3566666666667,120
914000000027,F/GRP NINA RICCI,38,50,120
914000000109,F/GRP NOJIRI,4,20,150
914000000034,F/GRP O.PROJECT,93,48.3979646017699,150
914000000106,F/GRP P.LEROC,4,20,120
914000000060,F/GRP PALOMA PICASO,45,25,120
914000000019,F/GRP PAPAY,2,25,120
914000000112,F/GRP PERSOL,7,20,120
914000000025,F/GRP PHOENIX,1,50,120
914000000066,F/GRP PRO DESIGN,27,20,120
914000000017,F/GRP PUNKI,5,25,120
914000000008,F/GRP RODEN STOCK,824,40.3919369369369,250
914000000028,F/GRP ROLLING,1,50,120
914000000076,F/GRP S.TACCHINI,7,25,190
914000000001,F/GRP SAFILO,61,25.7602280130293,100
914000000030,F/GRP SAKI OPTICAL,4,50,190
914000000022,F/GRP SAPHIRA,11,25,100
914000000044,F/GRP SILHOUTTE,86,50,120
914000000094,F/GRP SOLEX & OLEX & ONYX,16,31.2,140
914000000097,F/GRP SOVER,6,20,100
914000000012,F/GRP SPHINX,3,50,120
914000000033,F/GRP STING,17,25,150
914000000061,F/GRP STOCK,49,25,120
914000000042,F/GRP STUDIO,86,50,150
914000000065,F/GRP T.FORCE & LENNON,9,21.665,100
914000000023,F/GRP TERI BROGAN,1,50,120
914000000110,F/GRP ULTRA / ORAO,3,45,250
914000000005,F/GRP VALDOTICA & BOSTON,5,61,100
914000000007,F/GRP VANFRESTENBURG,46,75.2,100
914000000091,F/GRP VIENNA LINE,26,20,100
914000000082,F/GRP VIENNA WINNCHE,1,25,120
914000000071,F/GRP VILLAGE,16,25,100
914000000049,F/GRP VISIBILA,1,55,120
914000000084,F/GRP VOGART,4,20,120
914000000003,F/GRP WILLIAMS,2,30.1433333333333,140
914000000021,F/GRP WINCHESTER,19,24.8886111111111,120
914000000068,F/GRP YABI SPRIT,13,25,150
914000000087,F/GRP YOHJI YAMAMOTO,4,25,200
914000000089,F/GRP YSL,1,25,120
914000000067,F/GRP ZEISS,8,25,150
914000000048,F/GRP ZIPPER,12,20,120
911000000006,SAFTY FR EYRES PLASTIC,11,63.84,340
911000000005,SAFTY FR FR EYRES METAL,4,63.84,340
911000000002,SAFTYFR TITMUS ASS,8,10,300
